Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
3,1,2,0,2,0,2,1,167,2,7375,1,4,22,10,23,1,11,4,2545
2,0,2,3,1,0,3,2,131,3,6260,0,5,8,17,8,0,15,5,4009
3,1,1,0,2,0,3,1,173,2,3271,0,6,18,11,18,1,5,2,2696
2,0,2,0,2,0,0,2,131,0,8754,1,6,22,3,17,0,4,8,3959
1,0,3,3,2,0,4,2,283,1,8731,1,3,24,38,19,2,13,5,5346
2,1,0,0,0,0,2,0,228,3,9936,3,1,5,40,3,1,15,0,4914
1,1,1,3,1,0,3,0,92,3,9686,0,6,9,46,14,2,0,5,6738
2,0,2,3,3,0,1,1,125,0,5674,3,3,4,21,17,0,1,13,1809
3,0,0,0,3,0,3,1,186,1,3881,2,4,23,34,15,1,10,7,2166
2,0,3,3,0,0,3,2,273,2,1019,0,1,6,37,24,1,2,15,1921
0,0,0,0,0,0,2,2,74,0,2825,1,6,20,10,11,1,9,2,2180
1,1,2,2,3,0,3,1,289,0,5380,3,5,8,14,24,2,14,10,4255
3,0,3,2,2,0,3,1,272,3,9664,3,2,15,22,23,2,3,4,4497
3,0,0,0,1,0,3,0,92,2,1363,0,6,23,7,1,0,0,7,1434
0,1,3,2,0,0,3,1,176,1,7243,1,5,17,7,10,2,9,4,3575
1,0,1,1,3,0,4,1,180,3,8977,1,1,12,19,1,2,4,0,5667
1,0,2,3,2,0,2,0,119,3,4842,3,7,10,41,6,1,8,10,3299
2,0,2,2,3,0,4,0,59,0,7300,3,3,13,38,6,0,2,3,4584
1,1,1,2,2,0,0,0,198,3,1335,0,3,14,39,16,0,2,9,4063
0,0,2,3,0,0,2,1,169,2,8111,2,6,15,6,13,0,6,8,2347
0,0,3,1,2,0,2,1,145,3,3825,3,3,16,34,9,0,13,0,2864
0,0,0,0,3,0,2,1,235,3,4685,0,2,3,34,18,0,6,10,3370
2,0,3,2,1,0,2,1,131,3,6808,0,7,14,3,2,2,13,4,3549
0,1,0,0,2,0,3,1,158,0,6469,1,3,5,21,18,2,11,10,3792
3,1,3,1,0,0,1,1,223,1,8848,2,6,10,47,2,0,15,3,2070
3,1,2,1,1,0,2,2,50,1,5902,0,6,13,28,19,2,4,0,2357
0,0,1,3,1,0,1,0,277,3,2883,1,2,9,43,0,1,12,1,2161
2,1,2,2,1,0,4,2,195,0,2829,3,7,13,2,5,0,5,10,2573
1,0,3,3,0,0,1,0,280,1,8948,1,5,23,6,11,2,0,15,1460
2,1,2,1,3,0,0,0,188,0,553,0,3,4,14,0,1,5,1,1929
1,1,3,1,3,0,0,0,126,3,180,3,4,18,39,0,1,15,1,3227
3,1,1,3,3,0,1,0,211,2,9514,3,5,23,48,9,1,9,14,1616
3,1,2,2,1,0,3,0,57,1,3147,2,1,3,46,21,0,6,6,1626
1,1,0,0,1,0,2,0,160,0,9408,1,7,21,23,7,0,15,4,4787
0,1,0,3,2,0,1,1,186,3,122,2,3,7,2,19,1,0,13,2474
2,1,1,1,2,0,0,2,90,0,3428,2,3,3,19,21,2,11,11,2679
3,0,2,0,3,0,0,2,105,2,1122,0,2,11,10,11,2,14,12,1302
0,1,0,2,0,0,4,2,284,3,6645,1,6,19,33,2,1,10,11,6160
3,1,1,3,0,0,4,1,248,0,8241,3,6,23,5,18,1,6,12,4680
3,0,1,0,0,0,4,1,87,0,1262,1,5,4,6,9,1,5,12,2032
2,1,0,0,3,0,4,2,83,2,3362,0,7,19,3,0,2,13,10,3301
2,0,0,1,3,0,3,2,173,3,1955,1,4,24,18,15,1,1,1,3268
2,1,0,0,2,0,3,1,75,3,9895,1,6,17,4,9,1,10,8,5935
3,0,1,1,0,0,4,0,244,0,2972,3,5,17,16,15,0,11,10,2635
0,0,1,3,1,0,1,1,138,1,1246,0,2,10,33,12,0,10,13,1141
2,0,0,1,1,0,2,2,253,3,9832,3,5,15,17,0,2,12,13,3738
3,0,0,1,1,0,3,2,178,3,9071,2,4,23,11,14,0,14,2,4050
0,1,2,2,0,0,3,0,187,3,1617,2,4,13,14,12,1,13,10,2947
0,1,2,3,1,0,4,0,257,3,9385,2,2,10,41,3,1,6,14,5449
1,1,2,0,3,0,4,2,166,2,4195,2,2,21,43,5,2,5,6,3422
0,1,1,2,2,0,0,0,99,3,9346,2,1,20,14,2,0,5,10,4401
2,1,1,3,3,0,0,2,120,3,8975,1,3,6,30,13,0,11,14,5477
1,1,3,1,1,0,1,0,180,3,661,3,1,4,21,8,2,12,2,2207
1,1,3,1,2,0,3,1,190,2,2148,1,2,18,12,21,0,11,12,2389
0,0,1,3,0,0,3,2,64,0,7893,3,5,19,48,6,2,14,5,3923
3,0,3,0,0,0,2,1,183,2,8691,1,1,5,26,1,2,2,6,2421
1,0,2,3,3,0,0,1,166,3,9722,3,3,14,21,16,0,4,3,5186
1,1,2,2,2,0,1,0,74,1,6022,0,6,24,12,20,2,12,1,2002
1,0,0,0,1,0,1,2,212,3,6826,1,7,0,26,18,2,4,4,3197
3,1,2,2,0,0,3,0,238,1,9839,3,2,10,37,4,2,0,7,3931
2,1,1,2,1,0,1,0,132,2,6775,3,3,11,29,21,0,5,6,1172
3,1,1,2,2,0,2,2,275,1,5792,2,1,3,19,20,2,11,15,1846
3,1,2,0,0,0,1,2,88,2,6775,3,7,10,27,24,1,1,5,1808
2,0,3,2,3,0,1,1,253,2,1315,2,5,16,7,10,1,6,10,1153
0,0,1,2,2,0,4,0,216,2,8921,3,5,22,35,10,0,6,4,4184
1,1,3,1,1,0,3,1,201,2,3929,2,1,20,3,9,2,3,12,2020
2,0,1,0,3,0,1,2,281,2,7298,1,2,1,44,21,2,14,3,1968
0,0,0,1,0,0,2,1,145,1,6011,2,1,14,34,8,1,0,2,2152
1,1,3,3,2,0,1,1,237,1,6580,1,2,16,3,17,0,2,15,1379
2,1,1,0,1,0,1,2,262,2,3694,1,4,1,10,20,1,2,7,1511
2,1,2,2,1,0,2,1,160,2,7368,0,3,13,2,16,0,0,12,2584
0,1,3,0,0,0,2,0,299,1,5267,0,6,7,44,16,2,14,3,3376
3,0,1,1,2,0,2,1,222,3,5321,2,2,16,44,24,0,10,7,3386
2,1,3,0,0,0,1,2,109,0,1635,1,3,12,26,24,2,1,15,2501
3,0,0,1,3,0,2,1,83,2,9658,1,2,17,1,5,2,10,8,2218
3,0,0,0,1,0,3,2,233,1,7843,3,1,0,26,23,1,8,1,2483
1,1,2,0,1,0,0,2,85,2,4226,3,7,15,32,12,0,1,6,3045
0,1,1,3,0,0,4,2,173,2,4472,3,4,12,0,23,2,9,0,2989
1,0,2,3,0,0,1,2,96,1,101,0,2,17,36,14,1,0,11,1650
1,1,0,0,3,0,0,2,179,0,746,1,6,11,30,10,0,2,0,3380
0,1,2,2,0,0,2,1,190,1,2638,1,6,23,25,4,2,9,8,2318
1,1,1,3,0,0,2,2,95,3,7788,3,6,0,35,20,0,10,9,4882
3,0,1,2,1,0,1,1,227,0,2512,2,5,18,50,12,1,2,8,2015
1,1,0,0,1,0,3,0,211,1,2597,3,6,20,34,8,1,4,0,2259
1,1,2,3,0,0,3,2,50,0,3729,2,1,7,26,16,1,14,2,3560
1,1,1,3,2,0,1,1,190,2,7590,0,3,22,35,11,1,10,1,2514
3,1,1,2,0,0,2,1,51,2,7943,0,6,21,49,5,1,15,10,4014
1,1,3,2,1,0,1,2,282,0,4700,1,2,5,39,16,2,3,0,1933
1,0,1,1,2,0,1,1,156,0,7398,2,4,0,32,9,0,10,13,2282
2,1,2,1,1,0,0,0,88,1,8656,2,1,4,50,10,2,12,11,3680
2,0,1,0,0,0,3,1,111,2,3826,3,7,9,7,0,1,6,13,2045
3,1,0,2,0,0,4,1,260,2,9767,2,7,3,3,13,0,2,3,5145
1,0,3,3,3,0,2,1,155,3,8877,1,7,9,20,3,2,5,14,4231
0,1,0,3,3,0,2,0,208,2,5539,1,4,15,41,12,2,0,2,2686
1,1,3,3,0,0,4,1,133,0,8026,1,7,2,26,8,1,0,11,6176
0,1,3,0,1,0,2,0,221,1,6134,0,1,24,13,10,0,14,7,1864
2,1,1,2,1,0,3,0,261,1,6571,1,7,0,46,9,2,14,2,4038
3,1,1,2,3,0,0,2,127,3,8457,1,4,9,36,0,1,13,14,4729
0,0,0,2,1,0,3,0,170,0,2463,1,2,5,21,5,2,3,8,1780
3,1,2,0,0,0,3,2,220,1,1170,3,2,5,9,10,0,3,11,1208
2,0,1,3,1,0,3,2,285,0,5102,3,5,16,20,12,0,2,10,3166
3,0,0,3,1,0,3,2,152,0,2222,3,1,1,17,17,0,14,7,2009
1,0,2,0,3,0,2,2,214,2,9623,0,1,24,38,21,0,0,0,3200
2,1,0,0,1,0,3,1,248,1,6726,2,5,5,27,7,0,8,2,3362
1,1,1,1,1,0,2,2,293,2,4206,2,7,3,35,3,2,8,1,2629
1,1,0,2,2,0,1,0,279,3,7185,1,4,7,30,24,1,13,10,3859
3,0,1,1,3,0,0,2,229,2,3225,2,5,6,10,16,1,2,9,1878
2,1,2,0,3,0,4,2,288,3,4362,2,5,6,36,21,1,14,6,5279
0,1,0,3,2,0,4,2,240,2,8046,3,1,8,11,15,1,13,10,4552
3,1,2,2,2,0,0,0,97,1,6852,1,3,7,8,23,2,5,5,2225
2,1,0,1,2,0,0,1,154,3,7926,2,5,18,47,2,1,10,0,5735
2,1,2,1,0,0,1,1,173,3,5391,1,4,13,2,0,0,9,4,2866
2,0,3,2,0,0,0,0,125,3,3775,1,4,10,30,13,1,4,11,3617
1,0,3,3,1,0,2,0,101,3,59,0,3,18,39,14,1,1,14,2754
1,0,1,3,2,0,2,1,53,1,9745,1,2,20,10,4,0,7,13,2760
0,0,3,1,0,0,2,1,246,0,3201,1,5,7,1,20,0,7,11,2358
2,0,0,1,3,0,0,1,87,1,3228,0,1,20,41,23,2,10,2,2139
0,1,0,3,0,0,4,1,110,1,9599,3,4,21,33,20,0,9,5,4974
2,1,0,1,0,0,3,2,67,3,7188,3,4,24,14,1,0,6,0,4546
0,0,1,0,1,0,0,1,132,2,5833,1,5,2,7,14,1,3,1,2099
0,0,0,2,2,0,1,0,215,3,112,2,4,19,17,15,2,8,13,2268
1,0,3,2,2,0,3,1,221,1,7989,3,5,20,44,11,0,1,9,4056
3,1,0,0,1,0,4,0,183,2,4553,2,5,2,38,1,1,2,14,3016
0,0,0,1,1,0,2,2,264,1,9242,1,3,19,46,20,0,10,14,2680
3,1,3,1,3,0,4,0,146,2,2660,3,5,3,37,9,2,13,13,2265
2,1,0,2,3,0,1,0,271,3,4416,1,2,11,25,9,2,12,9,2947
0,1,2,1,2,0,1,2,194,0,6246,0,3,21,32,8,2,15,6,2265
0,1,3,3,3,0,4,2,237,0,5866,0,5,0,4,4,0,11,0,4035
2,1,2,2,3,0,1,0,233,0,7978,3,7,16,21,14,0,14,13,2306
0,0,0,0,1,0,2,2,167,1,4093,0,6,19,31,5,2,7,15,1842
3,1,3,0,3,0,3,2,271,0,9584,2,4,16,42,1,0,11,12,4625
1,0,3,3,0,0,1,0,174,1,5899,2,4,9,41,15,2,4,0,1567
3,0,0,1,2,0,1,2,97,0,4312,3,1,8,17,1,0,2,13,1272
0,1,2,2,1,0,0,0,179,3,6482,1,3,8,47,3,0,15,13,4561
2,0,2,3,1,0,4,0,230,1,9598,2,6,16,37,0,1,3,2,4209
0,1,3,3,0,0,1,2,196,3,2580,2,2,12,49,1,0,11,5,2830
3,0,1,2,3,0,0,0,71,0,3026,0,7,14,4,11,0,4,15,2404
3,1,1,3,1,0,4,0,286,0,7023,0,4,19,38,5,0,1,1,4846
2,1,1,0,2,0,3,1,105,3,4376,0,2,24,17,1,0,12,11,4335
2,0,0,2,2,0,4,2,141,3,2311,0,2,17,11,19,0,15,4,3683
3,0,3,0,2,0,1,0,196,0,1834,0,5,10,22,1,0,13,3,1713
3,0,0,0,1,0,1,0,268,3,954,0,1,21,41,11,0,2,2,2387
1,0,3,1,0,0,4,2,172,1,5093,0,4,11,42,7,2,11,1,3913
3,1,0,1,1,0,3,0,186,2,9062,3,4,5,50,24,2,15,12,4068
0,0,0,0,0,0,1,1,285,3,9799,1,4,17,41,20,2,12,5,3149
0,0,3,1,3,0,4,0,168,0,7719,0,3,5,9,3,1,3,9,3676
0,0,1,2,1,0,0,1,74,0,5122,0,4,15,39,12,0,1,15,3135
0,0,1,3,2,0,0,1,168,3,8771,2,6,2,0,22,0,15,4,4156
1,1,3,1,1,0,0,0,109,0,7201,1,5,6,37,23,0,0,0,4513
3,0,1,1,0,0,1,2,90,1,3280,1,6,16,13,22,1,10,0,1350
3,0,3,1,2,0,2,0,211,0,1349,0,1,0,46,3,2,5,1,1630
2,0,3,0,3,0,3,1,290,3,626,1,2,16,2,5,1,1,5,2448
2,0,1,0,2,0,4,1,142,0,7703,1,6,0,32,19,0,2,11,5162
1,1,3,0,3,0,2,1,206,0,9611,2,4,1,10,16,1,14,0,4215
3,0,3,1,3,0,1,2,171,1,1219,3,4,18,22,23,2,8,0,783
2,0,2,2,3,0,4,2,69,1,654,2,3,11,43,22,2,7,14,1515
3,0,1,0,0,0,3,2,286,0,8869,0,4,13,48,17,0,6,1,4116
2,0,2,0,1,0,4,2,299,0,1471,0,2,5,6,20,0,10,3,2065
1,0,3,2,2,0,3,1,147,3,4171,0,7,11,49,13,0,8,15,4893
1,0,2,1,3,0,0,0,98,3,8308,1,5,15,23,9,0,8,9,4847
1,1,0,3,2,0,0,2,203,3,4987,2,7,3,31,0,2,13,11,4998
2,0,1,1,1,0,3,1,181,0,6879,0,2,16,5,10,2,8,2,2805
2,0,2,1,2,0,1,2,234,3,1815,3,1,2,15,15,1,10,14,2181
0,1,0,0,3,0,4,1,241,0,8898,2,7,11,0,9,2,14,2,5592
1,0,1,3,0,0,1,1,100,0,3633,3,5,5,27,0,0,4,14,2133
0,0,0,2,2,0,3,2,225,1,5539,3,2,22,3,2,0,6,12,1923
1,0,2,3,0,0,2,2,70,0,7640,2,1,23,32,13,0,11,0,3528
0,1,1,3,3,0,3,1,116,3,6653,3,2,7,8,18,0,15,2,4395
2,0,3,0,3,0,0,0,160,2,4730,1,5,15,19,23,0,4,5,2617
1,0,2,3,0,0,0,2,214,1,9965,2,1,15,27,16,0,0,14,3804
1,1,0,1,0,0,3,2,188,3,4992,2,2,11,27,14,0,4,5,5340
0,0,0,3,1,0,1,0,159,0,475,1,6,15,35,4,1,8,14,1746
0,0,1,1,0,0,4,2,123,3,2336,2,1,8,39,3,1,3,10,3112
3,1,2,0,0,0,1,2,275,1,3976,2,2,12,28,1,0,8,5,1188
0,1,2,0,1,0,4,2,76,2,5776,3,4,15,34,20,0,0,2,3135
2,1,1,3,1,0,4,0,267,2,2110,2,1,3,13,10,2,12,3,1861
0,0,3,0,0,0,3,0,72,2,8521,0,2,23,44,19,0,1,15,3645
2,1,0,0,1,0,1,2,274,3,5958,1,1,0,29,9,1,14,9,2738
2,1,3,3,1,0,4,0,194,3,8192,1,4,15,45,17,1,1,13,6637
3,0,1,3,0,0,2,0,293,3,3257,0,2,7,1,8,1,12,7,2484
0,0,1,0,2,0,0,0,257,2,35,0,3,21,37,10,1,10,0,1562
3,1,2,1,1,0,0,1,207,3,9366,0,3,4,32,24,0,3,14,4734
1,0,1,3,3,0,3,1,290,1,599,0,5,19,41,7,2,7,11,2145
2,1,1,1,0,0,0,0,186,2,9004,2,2,12,35,20,1,7,3,4314
2,1,2,0,0,0,0,2,140,1,9528,2,2,19,35,8,2,2,3,3933
2,1,1,0,3,0,2,2,125,2,1507,0,5,8,49,4,1,4,5,2554
0,1,2,1,1,0,3,0,247,3,9098,3,1,18,26,8,2,2,2,4300
1,0,1,1,3,0,2,2,64,3,6797,1,5,24,1,0,0,7,15,3422
2,1,2,3,2,0,0,2,236,1,7608,1,7,2,31,13,1,7,8,3904
3,0,2,1,0,0,4,0,118,3,5457,2,5,11,8,24,2,8,12,3728
2,0,3,1,3,0,4,2,89,2,6229,3,2,20,1,11,2,5,2,2922
2,1,2,2,2,0,1,1,176,1,2154,2,1,19,44,24,0,6,3,1451
3,1,2,0,0,0,3,1,249,1,7026,2,6,9,23,1,0,12,6,3318
0,0,0,2,1,0,1,2,266,2,4676,1,2,2,3,22,0,15,13,1259
3,0,3,3,0,0,2,2,219,1,2511,1,3,11,26,20,2,5,12,1555
0,0,3,0,2,0,4,2,274,0,1548,3,4,15,11,22,2,9,4,2044
1,0,0,2,2,0,1,2,254,1,3514,1,4,12,39,19,0,12,9,2066
1,0,1,2,2,0,1,0,218,0,6505,0,6,23,24,0,2,5,8,2400
2,1,3,2,2,0,1,1,56,2,8610,2,7,20,9,9,1,1,4,1852
0,1,0,1,3,0,4,1,204,0,6452,2,7,15,27,3,2,8,8,4814
2,0,1,0,1,0,4,0,63,0,9779,0,4,11,19,21,1,1,0,5409
1,1,3,1,2,0,2,0,220,2,2511,3,2,0,30,15,2,1,11,2139
0,0,0,2,1,0,1,1,69,3,8136,0,6,24,6,16,1,12,9,2404
1,0,1,0,1,0,1,1,180,0,1101,3,4,12,46,18,0,3,1,1929
3,1,3,0,0,0,2,2,223,0,2478,1,7,24,41,2,2,5,5,2803
0,0,1,1,1,0,2,2,67,0,2162,2,4,15,17,3,1,7,7,1526
3,0,2,3,3,0,2,2,162,0,844,0,4,10,42,11,0,11,2,2014
1,1,1,0,0,0,0,0,161,2,3699,1,3,4,22,10,2,9,8,2946
1,1,1,0,0,0,1,2,68,0,4155,0,3,18,3,19,0,6,11,2225
1,1,2,1,0,0,4,0,118,2,7424,2,7,22,32,1,1,5,8,5476
0,1,2,0,3,0,1,1,212,1,499,2,4,17,26,21,0,3,12,1318
1,0,2,2,1,0,4,0,166,0,7793,3,2,21,5,5,1,5,2,4158
2,0,3,0,3,0,4,1,288,3,4905,2,2,8,19,2,2,6,5,3876
2,0,2,1,1,0,4,1,294,0,9704,1,1,6,34,8,2,11,7,4877
1,0,0,0,1,0,0,2,232,2,3496,1,7,17,31,12,1,9,12,2785
0,1,1,2,1,0,0,0,281,1,5379,3,2,16,49,16,1,9,6,2658
0,0,2,0,0,0,0,0,174,0,672,1,4,1,17,21,1,11,11,2010
2,0,1,3,1,0,4,0,51,3,9165,3,5,13,11,18,2,12,2,5111
0,1,0,2,3,0,4,1,226,0,6257,3,5,8,17,17,2,7,7,3988
1,1,2,2,2,0,4,2,227,0,7206,1,2,9,9,11,2,6,13,4900
2,0,1,3,3,0,0,2,165,2,1346,0,7,14,19,13,2,5,8,2116
0,0,2,1,1,0,4,1,296,3,5817,2,2,1,35,1,2,3,2,3628
3,1,2,1,3,0,1,2,88,0,5192,2,7,2,41,10,0,0,7,2053
2,0,3,2,3,0,3,2,238,1,7957,3,6,19,50,11,1,13,1,3755
0,0,2,1,2,0,4,1,266,0,9172,2,7,3,14,16,1,13,11,4675
2,0,1,3,0,0,0,1,235,0,5287,0,6,3,33,5,2,6,6,3735
3,1,0,2,3,0,2,1,80,2,7042,1,6,12,31,19,0,3,5,3000
1,0,2,3,2,0,4,2,299,1,8518,3,6,17,14,5,0,2,13,4557
1,1,1,2,0,0,1,2,223,0,5606,1,7,17,16,11,1,15,12,3441
2,0,2,1,3,0,3,2,241,0,2949,2,1,4,50,11,2,10,9,2699
1,1,1,0,1,0,0,2,241,2,3581,3,5,0,22,9,1,14,10,2775
3,0,2,3,3,0,2,2,143,2,8940,3,1,12,39,23,2,12,14,2260
0,1,1,3,3,0,0,2,119,0,2033,2,7,1,16,3,1,11,3,2384
0,0,0,0,3,0,1,0,236,0,3004,0,2,9,12,4,1,0,10,1621
0,1,0,0,2,0,3,1,138,2,1657,2,2,17,29,6,2,14,11,2073
3,0,2,3,0,0,1,0,163,0,266,3,3,11,14,18,2,14,12,1510
1,1,2,0,2,0,0,0,71,3,7058,0,6,24,48,24,2,3,14,5747
2,0,3,2,1,0,4,1,104,3,8782,3,5,4,21,3,0,13,0,5174
1,1,0,2,3,0,4,1,226,0,1261,1,6,22,25,1,1,12,5,3753
2,1,1,3,1,0,0,0,220,3,6632,1,5,20,49,14,2,15,3,5163
2,1,0,0,0,0,0,2,73,1,8102,0,7,5,33,12,2,1,6,4771
2,1,1,3,1,0,3,0,117,0,9009,1,6,8,31,5,1,14,11,5032
1,1,3,3,0,0,3,0,273,3,9580,3,5,13,15,3,0,8,11,6032
2,1,1,3,0,0,2,1,143,1,9439,3,1,20,5,10,2,9,3,2865
1,1,1,2,2,0,3,1,281,0,8910,1,3,8,12,0,1,12,1,5039
1,1,1,2,3,0,1,0,123,2,9719,2,3,4,4,8,0,10,9,1269
3,1,2,1,1,0,0,2,123,3,681,2,2,21,36,10,2,3,4,2223
3,1,3,1,1,0,4,0,105,2,9029,0,5,23,18,21,0,10,6,4798
1,0,3,3,1,0,3,0,120,0,3807,2,5,14,50,5,0,5,7,3161
3,0,1,3,3,0,3,2,157,2,1779,2,7,0,26,22,0,13,9,1860
3,0,2,3,3,0,4,0,236,0,6007,2,5,12,27,5,1,15,5,3758
2,1,3,2,3,0,3,0,95,1,3187,2,5,24,46,8,1,0,5,2601
0,0,1,2,2,0,3,0,185,1,2242,0,5,11,25,12,0,10,1,2070
0,1,2,1,3,0,4,0,161,3,6865,1,6,9,43,6,1,12,5,5578
1,1,1,0,3,0,0,0,249,1,6226,0,2,3,2,12,1,6,6,2705
1,0,0,3,3,0,2,1,292,3,6992,2,3,23,32,20,2,13,7,4324
2,0,3,0,0,0,4,0,225,1,1716,1,4,6,5,3,1,11,15,1656
3,1,1,0,1,0,3,1,90,1,135,0,2,22,39,0,0,10,10,1270
3,1,3,3,2,0,3,1,200,1,8519,1,5,20,0,9,0,2,13,3559
3,1,3,1,0,0,2,0,118,1,8807,1,3,9,45,19,1,10,2,2943
3,1,3,3,3,0,0,1,145,2,3491,3,2,21,16,10,1,0,7,1998
2,1,3,2,2,0,2,2,209,0,5011,2,6,7,6,6,1,3,11,2791
2,1,0,1,0,0,3,0,266,2,9484,1,6,19,13,5,1,3,11,4935
0,0,2,2,0,0,0,1,115,3,7391,1,7,18,38,0,1,12,6,4480
3,1,0,1,1,0,4,0,195,3,2971,0,6,11,17,13,0,8,14,3844
1,0,2,2,3,0,3,1,235,0,128,1,2,8,12,8,1,4,15,1758
0,1,2,0,2,0,1,0,255,0,2163,0,3,3,17,7,0,15,2,1956
1,0,1,0,0,0,3,0,65,0,9522,1,7,9,8,12,0,15,13,4946
0,1,1,1,3,0,1,2,111,0,9475,2,4,23,20,13,0,1,9,1997
3,0,2,2,2,0,2,0,256,2,3969,3,6,21,24,16,0,1,4,1793
1,1,2,2,2,0,3,0,281,2,3986,2,2,10,39,18,2,9,1,3007
2,1,0,3,1,0,4,0,74,3,7900,1,7,22,21,1,0,9,11,5921
0,1,0,3,0,0,2,2,253,0,6344,0,1,15,30,3,2,3,10,3068
1,1,3,3,1,0,1,1,137,1,4159,0,1,3,47,21,2,12,4,1640
1,0,3,1,1,0,2,2,79,1,908,2,4,17,30,21,2,1,12,1455
3,0,1,0,0,0,3,1,256,0,2146,1,6,23,14,8,0,8,13,2406
2,0,3,3,2,0,2,0,221,0,7909,1,6,12,40,2,0,11,6,3458
1,1,1,2,1,0,2,0,81,2,4327,2,3,24,3,7,2,4,12,1645
3,0,1,0,1,0,2,1,239,2,8794,2,1,20,30,18,0,0,5,2255
1,0,0,0,3,0,4,2,83,2,3882,3,4,9,34,6,1,15,15,3114
2,0,1,1,1,0,3,1,100,3,721,3,4,7,45,23,0,4,15,2730
1,0,3,1,2,0,3,0,219,1,6919,0,1,16,13,23,2,2,11,3053
2,0,3,0,2,0,1,2,224,2,8713,3,7,19,11,2,0,11,3,1145
3,1,3,1,3,0,3,2,280,1,1154,0,3,24,17,9,0,5,12,1525
2,0,1,3,0,0,1,0,260,2,3800,1,6,2,34,16,1,14,4,2206
2,1,0,3,0,0,0,0,86,1,8262,3,6,24,33,2,2,15,9,3999
1,1,0,2,2,0,4,1,74,0,5060,1,1,21,27,10,1,11,13,4627
0,1,3,1,2,0,4,1,53,3,3400,1,2,12,31,15,1,12,3,3928
1,1,1,1,2,0,4,2,252,2,9061,2,3,21,47,4,1,0,2,6076
3,1,0,0,3,0,2,0,201,0,9168,3,6,5,39,23,0,9,2,3420
0,0,0,0,2,0,0,0,281,2,4603,0,6,11,47,19,0,9,7,3181
1,0,3,2,3,0,4,1,262,1,1721,0,6,4,15,7,0,15,7,2682
0,0,0,2,0,0,4,2,160,0,922,2,4,7,30,9,1,4,4,2137
0,0,1,1,3,0,0,1,58,3,9933,2,6,4,8,5,2,4,5,4206
1,0,1,1,2,0,4,0,188,2,959,0,5,0,49,1,0,3,14,2474
3,0,3,2,0,0,0,1,256,2,6119,3,6,16,25,13,1,6,1,2537
0,1,3,3,1,0,4,0,94,3,2142,0,6,15,17,19,2,4,3,3506
3,0,0,1,0,0,3,2,220,3,4717,1,6,1,47,7,2,1,1,3947
2,1,0,3,2,0,2,1,169,1,9677,2,3,23,22,15,2,0,4,3212
2,0,0,1,1,0,2,0,188,1,9861,1,2,7,2,22,1,12,5,2332
2,1,2,0,2,0,2,2,274,2,8701,2,4,16,50,23,1,12,2,3666
1,1,0,0,3,0,4,1,125,0,9658,3,2,16,24,8,1,9,10,6786
2,0,0,2,2,0,3,2,105,2,9402,3,7,16,30,6,2,9,5,3944
1,1,1,3,3,0,3,2,250,0,7026,1,6,22,25,13,2,5,6,5017
1,1,1,0,2,0,2,1,157,0,107,2,1,13,17,0,2,3,14,1712
2,0,1,2,3,0,3,1,273,3,8187,3,4,18,31,14,1,15,8,5030
0,0,0,2,2,0,4,2,140,2,4747,1,2,21,41,5,1,8,6,2865
2,1,2,3,3,0,3,0,239,3,9771,2,6,7,7,24,0,10,6,5639
3,1,1,1,1,0,0,1,83,0,7155,2,1,20,43,15,2,6,14,3021
0,0,0,0,1,0,1,2,108,2,9181,1,7,22,13,7,2,15,8,1539
1,1,0,3,2,0,0,2,238,1,2959,1,1,18,30,19,2,1,14,2769
0,1,2,3,0,0,4,1,119,3,9425,2,7,22,36,15,0,10,6,6719
2,1,1,3,3,0,2,2,108,0,500,0,3,20,11,3,0,3,2,1808
1,0,2,0,1,0,1,1,264,3,3302,0,6,10,40,10,1,4,12,3274
3,0,2,0,2,0,2,0,145,3,645,0,4,17,17,0,1,4,11,2124
2,0,0,1,1,0,4,2,123,2,9187,1,6,21,40,14,2,15,1,4973
0,0,2,0,0,0,3,0,199,1,4022,0,6,6,8,23,1,14,10,2552
0,1,1,0,2,0,3,0,117,2,5934,0,3,16,12,6,1,11,11,2898
0,0,3,2,0,0,4,1,243,2,1060,2,3,9,32,7,1,11,14,1852
3,1,1,3,2,0,0,0,202,2,9999,0,1,1,13,16,0,3,4,3396
3,0,2,1,0,0,2,0,50,1,8636,0,1,8,7,23,2,13,3,1910
0,1,0,2,2,0,2,1,221,2,9695,0,4,14,43,8,1,10,14,3886
2,1,1,1,0,0,1,0,74,3,9208,2,7,8,42,14,2,9,0,3294
2,1,3,1,2,0,1,2,258,1,2237,1,3,0,13,20,0,13,1,1341
0,1,1,1,2,0,3,0,214,3,4550,0,2,0,40,3,1,15,1,4028
1,0,0,2,0,0,4,0,151,0,102,0,2,13,18,6,1,8,10,1995
0,1,2,0,0,0,1,2,112,2,4866,0,1,8,16,15,0,11,12,1286
2,1,0,0,2,0,4,1,166,3,9461,3,2,16,48,1,2,6,7,6655
2,1,1,0,0,0,0,1,295,0,614,1,2,4,47,17,2,14,0,3309
